id,age_group,gender,race_ethnicity,housing_status,has_dependents,prior_probation_violation,prior_incarceration,substance_abuse_history,mental_health_issues,gang_affiliation,aggression_history,compliance_history,motivation_to_change,stable_employment_past,positive_social_support,education_level,marital_status,employment_status,prior_convictions,juvenile_convictions,recidivism,recidivism_pred,prediction_probability,mitigations,qualifiers,mental_disorder_partially,deaf_15-17,unjust_provocation_moderate,unjust_provocation_mild,age_15-17,age_12-14,discretionary_mitigation,deaf_18-21,unjust_provocation_severe,failed_crime,femicide,tradition,premeditated_kill,relative,to_cover_another_crime,blood_feud,public_servant,monstrous,destructive,child
2760,45-54,Male,Other,Rent,False,True,False,False,True,False,True,False,False,True,False,High School,Single,Student,5,2,2,2,81.66,['unjust_provocation_mild'],['relative'],False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2761,45-54,Male,Turk,Homeless,False,True,False,False,True,False,False,False,True,False,False,Primary School,Single,Employed,6,1,2,2,85.8,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2762,55-64,Female,Turk,Houseowner,False,False,True,True,True,False,False,True,False,False,True,Primary School,Single,Student,7,3,2,2,96.19,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2763,25-34,Male,Turk,Rent,True,False,True,True,False,False,True,False,True,True,False,Literate without schooling,Married,Unemployed,6,1,2,2,95.06,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2764,35-44,Male,Turk,Houseowner,False,False,True,True,True,True,True,False,False,True,False,Primary School,Married,Unemployed,2,1,2,2,79.35,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2765,18-24,Female,Turk,Rent,False,True,True,False,False,False,False,False,False,False,True,Middle School,Single,Student,2,4,2,2,92.29,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2766,18-24,Male,Turk,Houseowner,True,False,True,False,True,True,False,True,True,False,False,High School,Single,Retired,4,3,2,2,89.05,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2767,25-34,Male,Turk,Homeless,False,False,True,True,True,False,False,False,False,True,False,Illiterate,Married,Unemployed,2,1,2,2,73.7,['mental_disorder_partially'],['child'],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2768,45-54,Male,Turk,Homeless,False,True,False,False,False,False,True,True,False,True,False,Middle School,Single,Unemployed,3,3,2,2,79.88,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2769,35-44,Male,Other,Rent,False,True,True,False,True,False,True,True,False,False,False,Illiterate,Single,Retired,2,2,2,2,55.6,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2770,25-34,Male,Turk,Rent,True,False,True,False,True,True,False,False,True,False,False,High School,Single,Retired,7,1,2,2,90.08,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2771,25-34,Male,Turk,Rent,False,True,False,True,False,False,False,False,True,False,True,High School,Single,Retired,0,8,2,2,87.32,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2772,15-17,Female,Turk,Rent,False,False,True,False,False,False,True,True,False,False,False,Illiterate,Single,Student,0,3,2,2,95.45,['age_15-17'],[],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2773,45-54,Male,Turk,Rent,True,True,True,False,False,False,True,False,True,False,False,Primary School,Single,Unemployed,5,1,2,2,60.08,['unjust_provocation_moderate'],[],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2774,35-44,Male,Turk,Homeless,False,True,False,True,False,False,False,False,False,False,False,Middle School,Single,Student,1,3,2,2,91.45,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2775,35-44,Male,Turk,Rent,False,False,True,True,True,True,True,True,False,True,True,Literate without schooling,Single,Unemployed,5,0,2,2,95.36,['unjust_provocation_mild'],['tradition'],False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2776,45-54,Male,Turk,Houseowner,False,False,False,True,True,False,True,True,False,True,False,Middle School,Divorced,Unemployed,4,3,2,2,84.54,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2777,35-44,Male,Turk,Rent,False,False,True,True,False,False,True,True,True,False,False,High School,Single,Unemployed,3,3,2,2,92.23,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2778,25-34,Male,Turk,Homeless,False,True,True,True,False,False,False,True,False,False,False,Middle School,Married,Employed,5,1,2,2,82.04,['unjust_provocation_moderate'],['femicide'],False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2779,35-44,Male,Turk,Rent,False,True,True,True,False,False,True,False,True,False,False,Middle School,Married,Employed,4,2,2,2,90.34,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2780,35-44,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,False,False,False,Primary School,Married,Employed,7,2,2,2,99.61,['mental_disorder_partially'],[],True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2781,25-34,Female,Turk,Houseowner,False,False,True,True,True,False,True,False,False,False,True,Middle School,Single,Student,2,4,2,2,92.18,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2782,25-34,Male,Other,Houseowner,True,True,True,True,True,False,True,True,False,True,True,Middle School,Single,Unemployed,5,2,2,2,82.52,[],['femicide'],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2783,55-64,Male,Turk,Houseowner,True,True,False,True,True,False,True,False,False,False,True,High School,Divorced,Retired,3,5,2,2,93.78,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2784,35-44,Female,Turk,Houseowner,True,True,False,True,True,False,False,False,True,False,True,Literate without schooling,Married,Student,1,7,2,2,81.95,['mental_disorder_partially'],['premeditated_kill'],True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2785,25-34,Female,Turk,Houseowner,True,False,False,True,True,True,True,True,False,False,False,Primary School,Married,Retired,4,3,2,2,89.3,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2786,18-24,Male,Turk,Rent,True,False,False,True,True,False,True,False,False,True,True,Middle School,Divorced,Student,5,2,2,2,72.35,['unjust_provocation_mild'],[],False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2787,35-44,Male,Turk,Rent,True,False,True,False,False,False,True,False,False,True,False,Middle School,Divorced,Student,5,3,2,2,86.71,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2788,35-44,Male,Turk,Houseowner,True,False,True,True,True,False,True,True,False,True,False,Middle School,Married,Unemployed,3,4,2,2,93.05,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2789,25-34,Male,Other,Rent,True,True,True,True,False,False,True,False,False,False,True,Middle School,Single,Student,5,1,2,1,59.79,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2790,55-64,Female,Turk,Houseowner,False,False,True,True,True,False,False,False,True,False,True,Primary School,Married,Unemployed,5,4,2,2,100.0,"['mental_disorder_partially', 'unjust_provocation_severe']",[],True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2791,25-34,Male,Turk,Rent,True,True,True,False,False,True,False,True,True,False,True,Primary School,Single,Employed,3,5,2,2,92.98,['unjust_provocation_severe'],['femicide'],False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
2792,25-34,Male,Turk,Rent,False,True,False,True,True,False,False,False,False,False,False,Primary School,Divorced,Student,2,2,2,1,53.96,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2793,35-44,Female,Turk,Rent,True,False,True,False,False,True,True,True,False,False,False,High School,Single,Employed,5,3,2,2,95.49,['unjust_provocation_moderate'],['blood_feud'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2794,25-34,Male,Other,Homeless,False,True,False,True,False,False,False,True,False,True,False,Literate without schooling,Married,Student,7,0,2,2,87.74,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2795,25-34,Female,Turk,Rent,False,False,False,True,False,False,True,False,True,True,False,Literate without schooling,Married,Unemployed,6,2,2,2,99.61,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2796,25-34,Male,Other,Houseowner,False,False,True,True,True,True,True,False,False,False,True,Primary School,Single,Retired,2,2,2,2,59.07,[],['premeditated_kill'],False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2797,35-44,Male,Turk,Rent,False,False,True,True,True,False,False,True,True,True,False,Middle School,Divorced,Unemployed,6,2,2,2,97.26,[],['relative'],False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2798,35-44,Male,Turk,Houseowner,True,True,True,True,True,False,True,False,True,True,True,Literate without schooling,Married,Unemployed,5,2,2,2,91.82,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2799,18-24,Male,Turk,Houseowner,True,True,True,True,False,False,True,False,True,True,False,Middle School,Single,Student,5,1,2,2,78.61,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2800,18-24,Male,Turk,Houseowner,True,True,False,False,True,False,False,False,True,True,False,Bachelor’s Degree,Single,Unemployed,5,3,2,2,99.62,['unjust_provocation_moderate'],['to_cover_another_crime'],False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2801,25-34,Male,Turk,Homeless,True,True,False,False,False,False,False,True,True,False,True,Middle School,Married,Unemployed,5,4,2,2,96.89,[],['tradition'],False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2802,12-14,Male,Turk,Rent,False,False,True,False,False,False,True,True,False,False,False,Illiterate,Single,Employed,0,3,2,2,92.1,['age_12-14'],[],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2803,45-54,Male,Turk,Rent,False,True,True,True,False,False,True,True,False,False,True,Middle School,Single,Unemployed,4,2,2,2,84.72,[],['failed_crime'],False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2804,25-34,Male,Turk,Rent,False,False,True,True,True,False,False,False,False,False,False,Literate without schooling,Single,Student,5,0,2,2,60.56,[],[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
